,cafe_names,cafe_places,cafe_ranks,cafe_adresses,cafe_images1,ca_images2
37,ヴィクトワール 大阪心斎橋店, 心斎橋駅 104m / カフェ・喫茶(カフェ)、パン、サンドイッチ            ,3.62,大阪府大阪市中央区南船場4 クリスタ長堀 WEST TOWN,"['https://tblg.k-img.com/restaurant/images/Rvw/169273/320x320_square_1528f43995c9f59318ccff3fd1a9cf82.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/169273/320x320_square_a69bc61cff6673289a892203eb4748e8.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/169273/320x320_square_b3d8ccdd03a867039990a28a7d97f620.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/167835/150x150_square_d6ed8ad1f96d948f98432d40d15a8681.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/167835/150x150_square_a96b4ffa9fdcc8930ceb5b93c033937a.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/74802/150x150_square_74802940.jpg']"
38,レブレッソ, 鶴橋駅 349m / カフェ・喫茶(コーヒー専門店)、パン            ,3.61,大阪府大阪市天王寺区味原町1-1 ,"['https://tblg.k-img.com/restaurant/images/Rvw/39677/320x320_square_39677624.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/169418/320x320_square_48078b26faa7a109bd407e2496707ea9.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/169418/320x320_square_3efb75184d70054af79b832d64d86983.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/29632/150x150_square_29632453.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/28462/150x150_square_28462729.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/28462/150x150_square_28462750.jpg']"
39,ピーク ロースト コーヒー, 肥後橋駅 337m / カフェ・喫茶(コーヒー専門店)、パン・サンドイッチ（その他）、フレンチトースト            ,3.61,大阪府大阪市中央区道修町4-7-10 山口ビル 1F,"['https://tblg.k-img.com/restaurant/images/Rvw/31323/320x320_square_31323169.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/171726/320x320_square_370c3e52900dbf313dc831bd8e42070c.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/106210/320x320_square_106210657.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/121742/150x150_square_121742518.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/121742/150x150_square_121742541.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/121742/150x150_square_121742528.jpg']"
40,森のらくだ, 谷町四丁目駅 383m / カフェ・喫茶(紅茶専門店)、カフェ・喫茶(カフェ)、ケーキ            ,3.61,大阪府大阪市中央区道修町4-7-10 山口ビル 1F,"['https://tblg.k-img.com/restaurant/images/Rvw/63626/320x320_square_63626534.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/63626/320x320_square_63626532.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/63626/320x320_square_63626531.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/24182/150x150_square_24182034.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/24182/150x150_square_24182047.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/24182/150x150_square_24182059.jpg']"
41,西洋茶館, 扇町駅 99m / カフェ・喫茶(喫茶店)、カフェ・喫茶(紅茶専門店)、ケーキ            ,3.60,大阪府大阪市北区天神橋4-6-14 ,"['https://tblg.k-img.com/restaurant/images/Rvw/60436/320x320_square_60436959.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/60436/320x320_square_60436956.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/50635/320x320_square_50635404.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/35733/150x150_square_35733019.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/35733/150x150_square_35733023.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/35733/150x150_square_35733026.jpg']"
42,モトコーヒー, 北浜駅 62m / カフェ・喫茶(カフェ)、カフェ・喫茶(コーヒー専門店)、パン・サンドイッチ（その他）            ,3.60,大阪府大阪市中央区北浜2-1-1 北浜ライオンビル,"['https://tblg.k-img.com/restaurant/images/Rvw/152286/320x320_square_152286637.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/152286/320x320_square_152286640.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/100950/320x320_square_100950063.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/41884/150x150_square_41884522.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/18292/150x150_square_18292308.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/18292/150x150_square_18292312.jpg']"
43,カスカード 阪急三番街店, 梅田駅 130m / カフェ・喫茶(カフェ・喫茶（その他）)、パン、サンドイッチ            ,3.60,大阪府大阪市北区芝田1-1-3 阪急三番街  1F,"['https://tblg.k-img.com/restaurant/images/Rvw/175670/320x320_square_ddecdcc7c03f1ae44e64c847c75bc7e4.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/175670/320x320_square_a65d9f4aa2b054dab8cb8dc46c1dac0f.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/173615/320x320_square_471f11d93ad426856fb458ebf2375c30.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/164441/150x150_square_7a40a914391ea12e5abf79eba0b04695.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/153487/150x150_square_153487459.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/152747/150x150_square_152747848.jpg']"
44,Craft Burger co. 北堀江店, 四ツ橋駅 46m / カフェ・喫茶(カフェ)、ハンバーガー、ビアバー            ,3.60,大阪府大阪市西区北堀江1-6-12 ,"['https://tblg.k-img.com/restaurant/images/Rvw/151283/320x320_square_151283220.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/151371/320x320_square_151371469.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/151373/320x320_square_151373378.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/115975/150x150_square_115975625.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/166704/150x150_square_589865353fd96438872a573a65a53595.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/166704/150x150_square_2c7f6e36fca097e89a8a12ed6a8ccd5e.jpg']"
45,パンカラト ブーランジェリーカフェ, 北浜駅 96m / カフェ・喫茶(カフェ)、パン            ,3.60,大阪府大阪市中央区北浜1-9-8 ザ ロイヤルパーク キャンバス 大阪北浜 1F,"['https://tblg.k-img.com/restaurant/images/Rvw/132979/320x320_square_132979117.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/132979/320x320_square_132979118.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/165872/320x320_square_90c1f90a4291516156baa77112a517d5.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/126728/150x150_square_126728079.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/126728/150x150_square_126728076.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/126728/150x150_square_126728083.jpg']"
46,フエ°, 福島駅 217m / カフェ・喫茶(カフェ)、洋菓子（その他）、ベーグル            ,3.60,大阪府大阪市福島区福島7-10-9 1F,"['https://tblg.k-img.com/restaurant/images/Rvw/35203/320x320_square_35203089.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/35203/320x320_square_35203086.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/35203/320x320_square_35203095.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/35203/150x150_square_35203096.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/35203/150x150_square_35203095.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/35203/150x150_square_35203093.jpg']"
47,サロン・ド・テ・プレジール, 桜川駅 297m / カフェ・喫茶(カフェ)、カフェ・喫茶(紅茶専門店)、サンドイッチ            ,3.60,大阪府大阪市西区南堀江2丁目5‐19 GATO DM南堀江公園前一階北側店舗,"['https://tblg.k-img.com/restaurant/images/Rvw/78502/320x320_square_78502513.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/51914/320x320_square_51914658.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/76381/320x320_square_76381064.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/29739/150x150_square_29739834.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/29739/150x150_square_29739851.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/29739/150x150_square_29739871.jpg']"
48,Cafe Weg, 西長堀駅 365m / カフェ・喫茶(カフェ)、カフェ・喫茶(コーヒー専門店)、洋菓子（その他）            ,3.60,大阪府大阪市西区南堀江2-13-16 勝浦ビル　１F,"['https://tblg.k-img.com/restaurant/images/Rvw/53941/320x320_square_53941099.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/53941/320x320_square_53941094.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/155196/320x320_square_155196082.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/3449/150x150_square_3449616.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/3449/150x150_square_3449609.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/3449/150x150_square_3449606.jpg']"
49,エルク, 四ツ橋駅 115m / カフェ・喫茶(カフェ)、パンケーキ、洋菓子（その他）            ,3.59,大阪府大阪市中央区西心斎橋1-10-28 心斎橋Mマンション 1F,"['https://tblg.k-img.com/restaurant/images/Rvw/47763/320x320_square_47763355.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/47342/320x320_square_47342631.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/47299/320x320_square_47299709.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/33596/150x150_square_33596251.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/33659/150x150_square_33659383.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/33433/150x150_square_33433183.jpg']"
50,エルマーズグリーンカフェ, 北浜駅 292m / カフェ・喫茶(カフェ)、カフェ・喫茶(コーヒー専門店)、洋菓子（その他）            ,3.59,大阪府大阪市中央区高麗橋1-7-3 北浜プラザ１Ｆ,"['https://tblg.k-img.com/restaurant/images/Rvw/167811/320x320_square_d7d5561674fec718cd931e71903e6a70.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/154506/320x320_square_154506369.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/62370/320x320_square_62370933.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/41047/150x150_square_41047446.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/41047/150x150_square_41047444.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/27367/150x150_square_27367763.jpg']"
51,千成屋珈琲, 新今宮駅前駅 249m / カフェ・喫茶(喫茶店)、カフェ・喫茶(カフェ)、パン・サンドイッチ（その他）            ,3.59,大阪府大阪市浪速区恵美須東3-4-15 ,"['https://tblg.k-img.com/restaurant/images/Rvw/69885/320x320_square_69885512.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/68678/320x320_square_68678474.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/177844/320x320_square_6ee2c6d682c70269227e6fab2378c4be.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/92742/150x150_square_92742116.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/92742/150x150_square_92742122.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/92742/150x150_square_92742119.jpg']"
52,Bird, 新森古市駅 483m / カフェ・喫茶(カフェ)、洋食・欧風料理（その他）、サンドイッチ            ,3.59,大阪府大阪市鶴見区緑4-1-16 ,"['https://tblg.k-img.com/restaurant/images/Rvw/153735/320x320_square_153735951.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/153735/320x320_square_153735953.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/33970/320x320_square_33970130.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/33970/150x150_square_33970124.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/33970/150x150_square_33970125.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/33970/150x150_square_33970122.jpg']"
53,Orange Fields Bread Factory, 扇町駅 52m / カフェ・喫茶(カフェ)、パン、サンドイッチ            ,3.59,大阪府大阪市北区天神橋4-7-29 ,"['https://tblg.k-img.com/restaurant/images/Rvw/41195/320x320_square_41195493.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/41195/320x320_square_41195507.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/41195/320x320_square_41195476.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/144923/150x150_square_144923028.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/144923/150x150_square_144923076.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/144923/150x150_square_144923114.jpg']"
54,MONDIAL KAFFEE 328 GOLD RUSH, 新福島駅 115m / カフェ・喫茶(カフェ)、カフェ・喫茶(コーヒー専門店)、スイーツ（その他）            ,3.59,大阪府大阪市福島区福島2-8-22 FUKUDA B.D 1F,"['https://tblg.k-img.com/restaurant/images/Rvw/44933/320x320_square_44933587.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/45469/320x320_square_45469881.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/48855/320x320_square_48855120.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/61613/150x150_square_61613868.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/61613/150x150_square_61613870.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/61613/150x150_square_61613865.jpg']"
55,レブレッソ グランフロント大阪店, 大阪駅 199m / カフェ・喫茶(カフェ)、パン            ,3.59,大阪府大阪市北区大深町4-1 グランフロント大阪うめきた広場B1F,"['https://tblg.k-img.com/restaurant/images/Rvw/52404/320x320_square_52404136.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/52404/320x320_square_52404130.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/52404/320x320_square_52404127.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/114186/150x150_square_114186433.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/114186/150x150_square_114186432.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/101195/150x150_square_101195061.jpg']"
56,ダマン リュミエール 阪急うめだ本店, 梅田駅 46m / カフェ・喫茶(紅茶専門店)、フレンチ、ケーキ            ,3.59,大阪府大阪市北区角田町8-7 阪急うめだ本店  6F,"['https://tblg.k-img.com/restaurant/images/Rvw/39728/320x320_square_39728245.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/39728/320x320_square_39728243.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/39728/320x320_square_39728161.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/98788/150x150_square_98788973.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/98788/150x150_square_98788960.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/98789/150x150_square_98789018.jpg']"
57,ブーランジェリー リアン, 谷町四丁目駅 274m / カフェ・喫茶(カフェ・喫茶（その他）)、パン、ベーグル            ,3.59,大阪府大阪市中央区常盤町2-1-1 HIKARIビル 1F,"['https://tblg.k-img.com/restaurant/images/Rvw/176357/320x320_square_648d9c4ce83af60446dbb8729b22dcb8.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/176357/320x320_square_b326270aa7029cad02a8a019d0617dd6.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/176357/320x320_square_8725f265231074bee6a1d98c367c8392.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/73840/150x150_square_73840366.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/73840/150x150_square_73840369.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/73840/150x150_square_73840371.jpg']"
58,うてな喫茶店, 中崎町駅 190m / カフェ・喫茶(喫茶店)            ,3.59,大阪府大阪市北区中崎西1-8-23 ,"['https://tblg.k-img.com/restaurant/images/Rvw/167286/320x320_square_8e53364fb88b7827c1f9cd2f91b78987.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/167286/320x320_square_def1acfbeaf772de8a7adfbe0c74adef.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/167286/320x320_square_8e296dd4aae82d9c30446f6787456f3c.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/40144/150x150_square_40144330.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/40144/150x150_square_40144338.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/40144/150x150_square_40144341.jpg']"
59,マルナカ菓子店, 森ノ宮駅 264m / カフェ・喫茶(カフェ)、ケーキ            ,3.59,大阪府大阪市中央区森ノ宮中央1-9-17 グラン・ピア森ノ宮中央 1F,"['https://tblg.k-img.com/restaurant/images/Rvw/47569/320x320_square_47569645.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/47569/320x320_square_47569668.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/47569/320x320_square_47569630.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/145543/150x150_square_145543485.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/145543/150x150_square_145543486.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/145543/150x150_square_145543487.jpg']"
60,タブレスカフェ, 大阪難波駅 310m / カフェ・喫茶(カフェ)、パンケーキ、クレープ            ,3.58,大阪府大阪市中央区心斎橋筋2-5-15 クロスホテル大阪  1F,"['https://tblg.k-img.com/restaurant/images/Rvw/75782/320x320_square_75782185.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/162439/320x320_square_162439757.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/162439/320x320_square_162439748.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/32439/150x150_square_32439233.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/32439/150x150_square_32439235.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/32439/150x150_square_32439237.jpg']"
61,カンテ グランデ 中津本店, 中津（大阪メトロ）駅 290m / カフェ・喫茶(カフェ)、カレーライス、インド料理            ,3.58,大阪府大阪市北区中津3-32-2 アルティスタ中津　Ｂ１Ｆ,"['https://tblg.k-img.com/restaurant/images/Rvw/157203/320x320_square_157203457.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/157203/320x320_square_157203679.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/157203/320x320_square_157203675.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/40102/150x150_square_40102394.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/40101/150x150_square_40101001.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/40100/150x150_square_40100981.jpg']"
